INVOICE_DT,INV_ITEM_ID,QTY_CONSUMED,month,quarter,year,TMOD
2020-05-01,2907-1062,-0.3372059971199775,4,Q2,2020,0
2020-06-01,2907-1062,-0.3280057668588319,5,Q2,2020,0
2020-07-01,2907-1062,-0.3313039626128275,6,Q2,2020,0
2020-08-01,2907-1062,-0.3280057668588319,7,Q3,2020,0
2020-09-01,2907-1062,-0.3391154788722907,8,Q3,2020,0
2020-04-01,1089546,-0.3231452678529437,3,Q1,2020,0
2020-05-01,1089546,-0.3205414290997893,4,Q2,2020,0
2020-06-01,1089546,-0.301446611576657,5,Q2,2020,0
2020-07-01,1089546,-0.31620169784453195,6,Q2,2020,0
2020-08-01,1089546,-0.311514788088854,7,Q3,2020,0
2020-09-01,1089546,-0.3172432333457937,8,Q3,2020,0
2020-04-01,111024793,-0.31481298384284956,3,Q1,2020,0
2020-05-01,111024793,-0.32574910660609807,4,Q2,2020,0
2020-06-01,111024793,-0.32453398185462606,5,Q2,2020,0
2020-07-01,111024793,-0.32140937535084074,6,Q2,2020,0
2020-08-01,111024793,-0.3283529453592525,7,Q3,2020,0
2020-09-01,111024793,-0.3309567841124069,8,Q3,2020,0
2020-04-01,200659,-0.32974165936093486,3,Q1,2020,0
2020-05-01,200659,-0.3424136746262863,4,Q2,2020,0
2020-06-01,200659,-0.3399834251233422,5,Q2,2020,0
2020-07-01,200659,-0.332171908863879,6,Q2,2020,0
2020-08-01,200659,-0.335122926117454,7,Q3,2020,0
2020-09-01,200659,-0.34067778212418337,8,Q3,2020,0
2020-04-01,163338,-0.2743666885438511,3,Q1,2020,0
2020-05-01,163338,-0.2490226580131482,4,Q2,2020,0
2020-06-01,163338,-0.21673505747403357,5,Q2,2020,0
2020-07-01,163338,-0.24364139125662912,6,Q2,2020,0
2020-08-01,163338,-0.26013237002660705,7,Q3,2020,0
2020-09-01,163338,-0.24989060426419968,8,Q3,2020,0
2020-04-01,111024794,-0.30196737932728784,3,Q1,2020,0
2020-05-01,111024794,-0.3175904118462143,4,Q2,2020,0
2020-06-01,111024794,-0.3142922160922187,5,Q2,2020,0
2020-07-01,111024794,-0.3170696440955834,6,Q2,2020,0
2020-08-01,111024794,-0.3005786653256055,7,Q3,2020,0
2020-09-01,111024794,-0.3196734828487378,8,Q3,2020,0
2020-04-01,53728,-0.32956807011072453,3,Q1,2020,0
2020-05-01,53728,-0.3280057668588319,4,Q2,2020,0
2020-06-01,53728,-0.32870012385967307,5,Q2,2020,0
2020-07-01,53728,-0.33564369386808485,6,Q2,2020,0
2020-08-01,53728,-0.3314775518630378,7,Q3,2020,0
2020-09-01,53728,-0.33842112187144957,8,Q3,2020,0
2020-04-01,63163,-0.3328662658647201,3,Q1,2020,0
2020-05-01,63163,-0.323318857103154,4,Q2,2020,0
2020-06-01,63163,-0.32713782060778046,5,Q2,2020,0
2020-07-01,63163,-0.32453398185462606,6,Q2,2020,0
2020-08-01,63163,-0.32713782060778046,7,Q3,2020,0
2020-09-01,63163,-0.32574910660609807,8,Q3,2020,0
2020-04-01,121049936,-0.32765858835841133,3,Q1,2020,0
2020-05-01,121049936,-0.3325190873642995,4,Q2,2020,0
2020-06-01,121049936,-0.33529651536766425,5,Q2,2020,0
2020-07-01,121049936,-0.34119854987481424,6,Q2,2020,0
2020-08-01,121049936,-0.3417193176254451,7,Q3,2020,0
2020-09-01,121049936,-0.34137213912502457,8,Q3,2020,0
2020-04-01,63161,-0.320367839849579,3,Q1,2020,0
2020-05-01,63161,-0.32540192810567753,4,Q2,2020,0
2020-06-01,63161,-0.3137714483415878,5,Q2,2020,0
2020-07-01,63161,-0.3283529453592525,6,Q2,2020,0
2020-08-01,63161,-0.32470757110483633,7,Q3,2020,0
2020-09-01,63161,-0.32210373235168194,8,Q3,2020,0
2020-04-01,60423,-0.33824753262123924,3,Q1,2020,0
2020-05-01,60423,-0.3339078013659819,4,Q2,2020,0
2020-06-01,60423,-0.32991524861114513,5,Q2,2020,0
2020-07-01,60423,-0.3396362466229216,6,Q2,2020,0
2020-08-01,60423,-0.33599087236850544,7,Q3,2020,0
2020-09-01,60423,-0.3401570143735525,8,Q3,2020,0
2020-04-01,61306,-0.332171908863879,3,Q1,2020,0
2020-05-01,61306,-0.32956807011072453,4,Q2,2020,0
2020-06-01,61306,-0.3311303733626172,5,Q2,2020,0
2020-07-01,61306,-0.32175655385126134,6,Q2,2020,0
2020-08-01,61306,0.8180304630295279,7,Q3,2020,0
2020-09-01,61306,1.253565891807155,8,Q3,2020,0
2020-04-01,33817,1.298525507611621,3,Q1,2020,0
2020-05-01,33817,1.645704008032209,4,Q2,2020,0
2020-06-01,33817,2.1326218548720832,5,Q2,2020,0
2020-07-01,33817,1.5103043928681799,6,Q2,2020,0
2020-08-01,33817,1.6101182117390989,7,Q3,2020,0
2020-09-01,33817,0.9982161047478129,8,Q3,2020,0
2020-04-01,53736,-0.3365116401191363,3,Q1,2020,0
2020-05-01,53736,-0.33303985511493045,4,Q2,2020,0
2020-06-01,53736,-0.3403306036237628,5,Q2,2020,0
2020-07-01,53736,-0.3396362466229216,6,Q2,2020,0
2020-08-01,53736,-0.34137213912502457,7,Q3,2020,0
2020-09-01,53736,-0.3424136746262863,8,Q3,2020,0
2020-04-01,53732,-0.33234549811408926,3,Q1,2020,0
2020-05-01,53732,-0.32765858835841133,4,Q2,2020,0
2020-06-01,53732,-0.3358172831182951,5,Q2,2020,0
2020-07-01,53732,-0.32210373235168194,6,Q2,2020,0
2020-08-01,53732,-0.3361644616187157,7,Q3,2020,0
2020-09-01,53732,-0.329220891610304,8,Q3,2020,0
2020-04-01,58590,-0.11275509659806757,3,Q1,2020,0
2020-05-01,58590,-0.14313321538486898,4,Q2,2020,0
2020-06-01,58590,-0.1518126778953837,5,Q2,2020,0
2020-07-01,58590,-0.29068407806361873,6,Q2,2020,0
2020-08-01,58590,-0.1908702591926998,7,Q3,2020,0
2020-09-01,58590,-0.2212483779795012,8,Q3,2020,0
2020-04-01,48592,0.2932701596438097,3,Q1,2020,0
2020-05-01,48592,0.09121227239902767,4,Q2,2020,0
2020-06-01,48592,1.3061634346208741,5,Q2,2020,0
2020-07-01,48592,0.4685953023562064,6,Q2,2020,0
2020-08-01,48592,0.26931484311478915,7,Q3,2020,0
2020-09-01,48592,0.46234608934863586,8,Q3,2020,0
2020-04-01,620464,-0.33529651536766425,3,Q1,2020,0
2020-05-01,620464,-0.33859471112165984,4,Q2,2020,0
2020-06-01,620464,-0.3347757476170334,5,Q2,2020,0
2020-07-01,620464,-0.3340813906161922,6,Q2,2020,0
2020-08-01,620464,-0.33859471112165984,7,Q3,2020,0
2020-09-01,620464,-0.3366852293693466,8,Q3,2020,0
2020-04-01,1046258V01,-0.3108204310880128,3,Q1,2020,0
2020-05-01,1046258V01,-0.2865179360585717,4,Q2,2020,0
2020-06-01,1046258V01,-0.28582357905773054,5,Q2,2020,0
2020-07-01,1046258V01,-0.3196734828487378,6,Q2,2020,0
2020-08-01,1046258V01,-0.3313039626128275,7,Q3,2020,0
2020-09-01,1046258V01,-0.33564369386808485,8,Q3,2020,0
2020-04-01,1046257V01,-0.29502380931887606,3,Q1,2020,0
2020-05-01,1046257V01,-0.27106849278985556,4,Q2,2020,0
2020-06-01,1046257V01,-0.26169467327849966,5,Q2,2020,0
2020-07-01,1046257V01,-0.30786941383443783,6,Q2,2020,0
2020-08-01,1046257V01,-0.308563770835279,7,Q3,2020,0
2020-09-01,1046257V01,-0.32731140985799073,8,Q3,2020,0
2020-04-01,53957,-0.338073943371029,3,Q1,2020,0
2020-05-01,53957,-0.3420664961258657,4,Q2,2020,0
2020-06-01,53957,-0.34050419287397304,5,Q2,2020,0
2020-07-01,53957,-0.33824753262123924,6,Q2,2020,0
2020-08-01,53957,-0.34102496062460397,7,Q3,2020,0
2020-09-01,53957,-0.34224008537607603,8,Q3,2020,0
2020-04-01,36414,-0.12230250535963373,3,Q1,2020,0
2020-05-01,36414,-0.07369751530075146,4,Q2,2020,0
2020-06-01,36414,-0.12143455910858227,5,Q2,2020,0
2020-07-01,36414,-0.16917160291641306,6,Q2,2020,0
2020-08-01,36414,-0.0780372465560088,7,Q3,2020,0
2020-09-01,36414,-0.22558810923475855,8,Q3,2020,0
2020-04-01,33008,-0.3340813906161922,3,Q1,2020,0
2020-05-01,33008,0.23008367256726273,4,Q2,2020,0
2020-06-01,33008,1.6722631633143838,5,Q2,2020,0
2020-07-01,33008,-0.05633859027972208,6,Q2,2020,0
2020-08-01,33008,0.33423722269343903,7,Q3,2020,0
2020-09-01,33008,-0.25318880001819527,8,Q3,2020,0
2020-04-01,1009003V05,-0.2047573992095233,3,Q1,2020,0
2020-05-01,1009003V05,-0.2047573992095233,4,Q2,2020,0
2020-06-01,1009003V05,-0.17524722667377335,5,Q2,2020,0
2020-07-01,1009003V05,-0.198681775452163,6,Q2,2020,0
2020-08-01,1009003V05,-0.17611517292482481,7,Q3,2020,0
2020-09-01,1009003V05,-0.21430480797108944,8,Q3,2020,0
2020-04-01,311127,-0.3372059971199775,3,Q1,2020,0
2020-05-01,311127,-0.3354701046178745,4,Q2,2020,0
2020-06-01,311127,-0.34137213912502457,5,Q2,2020,0
2020-07-01,311127,-0.33303985511493045,6,Q2,2020,0
2020-08-01,311127,-0.33824753262123924,7,Q3,2020,0
2020-09-01,311127,-0.3342549798664025,8,Q3,2020,0
2020-04-01,250136,-0.3325190873642995,3,Q1,2020,0
2020-05-01,250136,-0.3340813906161922,4,Q2,2020,0
2020-06-01,250136,-0.3339078013659819,5,Q2,2020,0
2020-07-01,250136,-0.329220891610304,6,Q2,2020,0
2020-08-01,250136,-0.33165114111324806,7,Q3,2020,0
2020-09-01,250136,-0.3370324078697672,8,Q3,2020,0
2020-04-01,1046260V01,-0.3283529453592525,3,Q1,2020,0
2020-05-01,1046260V01,-0.335122926117454,4,Q2,2020,0
2020-06-01,1046260V01,-0.3339078013659819,5,Q2,2020,0
2020-07-01,1046260V01,-0.3313039626128275,6,Q2,2020,0
2020-08-01,1046260V01,-0.3424136746262863,7,Q3,2020,0
2020-09-01,1046260V01,-0.3425872638764966,8,Q3,2020,0
2020-04-01,33815,2.2176805874751273,3,Q1,2020,0
2020-05-01,33815,2.0388836597585245,4,Q2,2020,0
2020-06-01,33815,2.7731661881480676,5,Q2,2020,0
2020-07-01,33815,1.8357842370124808,6,Q2,2020,0
2020-08-01,33815,0.9869328034841438,7,Q3,2020,0
2020-09-01,33815,0.3255577601829243,8,Q3,2020,0
2020-04-01,660192,0.0738533473779983,3,Q1,2020,0
2020-05-01,660192,-0.1344537528743543,4,Q2,2020,0
2020-06-01,660192,-0.06501805279023677,5,Q2,2020,0
2020-07-01,660192,-0.06501805279023677,6,Q2,2020,0
2020-08-01,660192,-0.20388945295847183,7,Q3,2020,0
2020-09-01,660192,-0.25596622802156,8,Q3,2020,0
2020-04-01,60420,-0.3302624271115657,3,Q1,2020,0
2020-05-01,60420,-0.32401321410399514,4,Q2,2020,0
2020-06-01,60420,-0.3252283388554672,5,Q2,2020,0
2020-07-01,60420,-0.32401321410399514,6,Q2,2020,0
2020-08-01,60420,-0.3366852293693466,7,Q3,2020,0
2020-09-01,60420,-0.3229716786027334,8,Q3,2020,0
2020-04-01,37339,3.9535730895780654,3,Q1,2020,0
2020-05-01,37339,2.903358125805788,4,Q2,2020,0
2020-06-01,37339,3.4359299454509693,5,Q2,2020,0
2020-07-01,37339,2.70373048806395,6,Q2,2020,0
2020-08-01,37339,1.8906384400789336,7,Q3,2020,0
2020-09-01,37339,1.0546326110661584,8,Q3,2020,0
2020-04-01,602477,-0.3354701046178745,3,Q1,2020,0
2020-05-01,602477,-0.3370324078697672,4,Q2,2020,0
2020-06-01,602477,-0.3306096056119863,5,Q2,2020,0
2020-07-01,602477,-0.33633805086892604,6,Q2,2020,0
2020-08-01,602477,-0.33529651536766425,7,Q3,2020,0
2020-09-01,602477,-0.33633805086892604,8,Q3,2020,0
2020-04-01,13211-00552,-0.32991524861114513,3,Q1,2020,0
2020-05-01,13211-00552,-0.3309567841124069,4,Q2,2020,0
2020-06-01,13211-00552,-0.3339078013659819,5,Q2,2020,0
2020-07-01,13211-00552,-0.3347757476170334,6,Q2,2020,0
2020-08-01,13211-00552,-0.33460215836682305,7,Q3,2020,0
2020-09-01,13211-00552,-0.3368588186195569,8,Q3,2020,0
2020-04-01,2558230067,-0.34050419287397304,3,Q1,2020,0
2020-05-01,2558230067,-0.3368588186195569,4,Q2,2020,0
2020-06-01,2558230067,-0.3396362466229216,5,Q2,2020,0
2020-07-01,2558230067,-0.33842112187144957,6,Q2,2020,0
2020-08-01,2558230067,-0.3403306036237628,7,Q3,2020,0
2020-09-01,2558230067,-0.3387683003718701,8,Q3,2020,0
2020-04-01,99528389,-0.317416822596004,3,Q1,2020,0
2020-05-01,99528389,-0.3175904118462143,4,Q2,2020,0
2020-06-01,99528389,-0.30995248483696136,5,Q2,2020,0
2020-07-01,99528389,-0.32383962485378487,6,Q2,2020,0
2020-08-01,99528389,-0.3108204310880128,7,Q3,2020,0
2020-09-01,99528389,-0.31880553659768635,8,Q3,2020,0
2020-04-01,36416,-0.1908702591926998,3,Q1,2020,0
2020-05-01,36416,-0.2299278404900159,4,Q2,2020,0
2020-06-01,36416,-0.16917160291641306,5,Q2,2020,0
2020-07-01,36416,-0.20388945295847183,6,Q2,2020,0
2020-08-01,36416,-0.21777659297529534,7,Q3,2020,0
2020-09-01,36416,-0.29936354057413345,8,Q3,2020,0
2020-04-01,77716,0.21272474754623336,3,Q1,2020,0
2020-05-01,77716,0.021776572314910144,4,Q2,2020,0
2020-06-01,77716,0.09294816490113061,5,Q2,2020,0
2020-07-01,77716,0.20404528503571867,6,Q2,2020,0
2020-08-01,77716,0.23876313507777744,7,Q3,2020,0
2020-09-01,77716,-0.11362304284911903,8,Q3,2020,0
2020-04-01,1050073,-0.3283529453592525,3,Q1,2020,0
2020-05-01,1050073,-0.32904730236009366,4,Q2,2020,0
2020-06-01,1050073,-0.3168960548453731,5,Q2,2020,0
2020-07-01,1050073,-0.32540192810567753,6,Q2,2020,0
2020-08-01,1050073,-0.32366603560357454,7,Q3,2020,0
2020-09-01,1050073,-0.32748499910820106,8,Q3,2020,0
2020-04-01,2558230147,-0.3370324078697672,3,Q1,2020,0
2020-05-01,2558230147,-0.3396362466229216,4,Q2,2020,0
2020-06-01,2558230147,-0.3370324078697672,5,Q2,2020,0
2020-07-01,2558230147,-0.3387683003718701,6,Q2,2020,0
2020-08-01,2558230147,-0.33460215836682305,7,Q3,2020,0
2020-09-01,2558230147,-0.3344285691166128,8,Q3,2020,0
2020-04-01,1002617,-0.32123578610063047,3,Q1,2020,0
2020-05-01,1002617,-0.3229716786027334,4,Q2,2020,0
2020-06-01,1002617,-0.3130770913407466,5,Q2,2020,0
2020-07-01,1002617,-0.31949989359852754,6,Q2,2020,0
2020-08-01,1002617,-0.3200206613491584,7,Q3,2020,0
2020-09-01,1002617,-0.3227980893525231,8,Q3,2020,0
2020-04-01,203126,-0.3146393945926393,3,Q1,2020,0
2020-05-01,203126,-0.3137714483415878,4,Q2,2020,0
2020-06-01,203126,-0.32505474960525693,5,Q2,2020,0
2020-07-01,203126,-0.3278321776086216,6,Q2,2020,0
2020-08-01,203126,-0.24034319550263353,7,Q3,2020,0
2020-09-01,203126,-0.3342549798664025,8,Q3,2020,0
2020-04-01,77714,0.31687829767240966,3,Q1,2020,0
2020-05-01,77714,0.4126995637884918,4,Q2,2020,0
2020-06-01,77714,0.18147868250838045,5,Q2,2020,0
2020-07-01,77714,0.4245036328027918,6,Q2,2020,0
2020-08-01,77714,0.1780068975041746,7,Q3,2020,0
2020-09-01,77714,-0.06814265929402205,8,Q3,2020,0
